Forehead,InnerEyeCorner ,OuterEyeCorner ,NoseTip ,MouthCorner ,Cheek,Ear,CoreTemp
97.33,98.14,97.39,96.02,98.09,96.93,98.8,98.12
98.84,99.38,98.38,95.92,98.42,97.07,98.68,98.54
98.73,98.15,97.65,96.37,98.56,98.12,98.55,98.8
97.69,98.45,97.75,95.53,98.6,97.57,99.11,98.75
96.95,98.41,98.14,95.95,98.17,96.93,99.28,98.59
98.32,99.33,97.27,96.56,98.04,97.49,98.35,99.13
96.04,98.86,97.65,96.73,98.0,96.87,99.23,98.71
98.8,99.15,97.5,96.22,97.86,97.97,98.43,98.27
97.9,98.64,97.01,95.89,98.6,97.89,98.48,98.4
95.88,98.19,97.16,96.82,97.53,97.48,99.1,98.68
97.44,98.37,97.47,95.55,97.94,97.35,99.61,99.01
97.3,98.3,97.71,96.63,97.77,96.68,98.87,98.65
96.84,98.43,97.74,96.46,98.65,97.76,98.66,98.75
99.0,98.12,97.76,94.91,98.09,97.67,98.77,98.87
96.09,98.94,97.29,95.61,98.65,97.69,99.11,98.93
97.57,99.14,97.49,96.49,98.36,96.64,98.11,97.77
96.65,98.63,97.57,96.33,97.73,98.12,98.46,98.41
97.47,98.02,97.7,96.2,97.95,96.41,98.94,98.89
96.88,98.34,97.36,96.18,97.56,97.4,98.37,98.52
97.16,98.17,97.51,96.48,97.8,96.13,98.26,99.34
96.85,98.62,97.99,96.07,98.29,96.84,98.72,98.54
98.28,99.58,97.19,96.71,97.91,97.73,98.92,98.29
97.76,98.68,98.16,96.53,98.89,97.08,98.44,98.76
97.15,98.85,97.87,96.27,98.13,96.97,99.25,98.76
95.41,98.76,97.77,96.61,97.87,97.29,98.97,98.87
97.26,97.81,97.47,95.13,97.89,96.9,98.32,98.45
98.14,98.39,97.33,96.72,98.29,97.51,98.78,98.33
97.48,98.48,97.44,96.31,97.43,96.93,98.47,98.45
98.31,98.71,97.85,96.7,98.22,97.33,98.52,99.2
94.57,98.26,97.2,96.46,98.0,97.56,99.26,98.96
98.24,98.21,97.86,95.53,98.68,97.29,99.05,98.48
95.48,98.63,98.29,96.58,98.31,97.64,98.4,98.71
98.11,98.71,98.02,96.69,98.54,96.59,98.38,98.9
95.82,97.68,97.38,96.49,98.37,97.62,97.91,98.24
96.88,98.6,98.1,95.39,97.47,97.38,98.78,98.52
98.68,99.07,97.58,96.27,98.22,97.36,98.28,98.92
98.04,98.34,97.76,96.12,98.12,97.37,98.62,98.68
98.1,98.44,97.48,96.13,98.4,97.12,98.88,99.13
98.12,99.24,97.08,97.37,98.39,96.72,98.31,98.74
99.16,98.71,97.47,96.46,98.09,98.14,98.48,98.34
95.84,98.67,97.21,96.4,97.7,97.59,99.84,98.22
98.43,98.66,97.51,95.64,98.57,96.99,98.04,98.78
98.62,98.22,97.17,95.91,98.36,96.67,98.13,98.54
97.56,98.56,98.62,95.66,98.33,98.04,99.06,98.91
96.92,98.94,98.11,96.95,98.74,97.08,98.77,99.0
99.22,98.25,98.19,95.92,97.6,97.52,99.55,98.35
96.7,98.37,97.52,95.7,97.87,96.91,98.39,99.01
96.76,98.99,97.35,97.04,98.13,96.99,99.59,98.62
95.74,98.97,97.92,96.9,98.06,97.28,99.2,98.72
97.12,99.09,97.83,96.04,98.25,96.95,99.05,98.67
98.15,98.08,96.75,96.62,97.95,97.85,98.55,98.56
97.3,98.64,97.27,95.89,98.56,98.07,98.78,98.82
97.87,97.7,97.84,95.66,98.73,97.15,98.28,98.94
100.07,98.66,97.38,96.54,97.64,97.24,98.77,98.26
97.21,98.15,97.84,95.9,98.57,96.92,98.67,98.74
98.71,98.56,98.09,96.76,98.27,97.28,99.79,98.36
96.89,98.96,97.58,95.3,98.14,97.62,99.53,99.0
95.83,98.88,97.04,95.99,98.21,97.75,99.05,98.97
97.51,98.4,97.71,96.02,98.13,97.47,98.11,98.99
96.99,98.17,97.43,95.61,97.76,97.08,98.75,98.55
97.85,98.86,97.94,96.7,98.19,96.68,98.25,98.76
95.67,98.35,97.0,95.94,97.6,97.58,99.36,98.85
95.94,98.43,98.65,95.97,97.33,96.94,98.69,98.48
98.31,99.15,97.65,96.74,97.14,97.39,98.48,98.99
97.57,98.55,98.25,96.1,97.64,97.65,99.03,98.56
97.53,98.39,97.12,97.11,98.68,97.13,98.19,98.47
98.23,98.56,97.53,96.23,97.94,97.02,98.64,99.19
97.36,98.07,97.56,95.84,98.17,96.9,98.68,98.63
98.63,98.49,96.81,96.7,97.92,97.5,98.76,98.54
97.42,98.08,97.52,96.18,97.97,97.74,98.59,98.96
96.5,98.5,97.86,95.37,97.94,97.32,98.23,98.62
97.15,98.23,96.71,95.33,98.07,97.79,99.06,99.04
97.14,99.14,96.86,95.8,98.53,97.11,98.81,98.42
95.71,97.99,97.2,95.64,98.04,97.6,98.48,98.53
98.0,98.15,96.36,96.6,97.45,97.76,98.78,98.81
96.92,97.8,98.84,97.16,99.04,97.1,98.82,99.01
97.41,97.71,96.69,96.31,98.01,97.5,99.04,98.66
98.98,98.94,97.36,96.12,97.4,97.81,98.77,98.49
99.51,99.01,96.94,94.91,97.99,96.52,98.19,98.59
96.29,98.2,97.27,95.74,97.0,97.28,98.5,98.53
97.99,99.98,97.71,96.61,97.86,97.65,98.77,98.48
99.27,99.05,98.5,95.85,98.22,97.58,98.48,98.83
96.48,98.3,99.36,96.39,97.7,97.77,98.3,98.22
99.65,99.0,96.8,96.11,97.79,98.4,98.84,98.48
96.51,98.5,97.61,96.74,98.09,97.62,98.21,99.5
95.94,99.35,97.21,95.86,98.75,98.45,98.64,98.15
97.08,97.63,96.85,96.35,98.57,97.62,99.04,98.41
98.82,98.74,98.06,95.47,98.62,97.41,99.01,98.48
97.56,97.71,98.05,96.41,98.64,97.97,99.1,99.43
98.82,98.19,97.79,96.35,97.91,96.83,98.49,98.52
98.86,99.37,97.36,96.39,98.01,96.87,98.49,98.68
95.96,97.34,98.18,95.86,97.83,96.54,98.94,99.17
97.7,98.61,97.61,96.86,97.85,97.37,98.63,98.73
98.89,98.11,97.0,96.65,97.29,97.72,98.65,98.79
98.43,97.76,98.18,96.58,98.01,96.73,99.37,99.01
96.72,99.39,97.37,96.43,98.23,96.87,99.01,98.63
97.51,99.49,97.06,95.77,98.44,97.12,98.61,98.59
97.91,99.09,97.09,95.65,99.1,96.77,98.91,98.53
96.93,97.71,96.94,97.06,98.7,97.91,99.0,98.84
97.98,99.23,97.94,96.46,98.35,97.09,98.84,98.6
97.67,98.36,97.99,95.65,98.62,98.45,98.78,98.93
96.36,98.98,97.16,96.79,98.89,97.97,98.58,99.14
98.13,98.84,97.96,97.17,97.98,96.85,98.67,98.81
97.28,99.49,98.3,96.01,97.65,97.58,98.81,98.99
98.55,98.46,96.83,95.5,98.56,96.93,98.87,98.24
98.66,99.08,98.4,97.1,98.26,97.21,99.0,98.89
98.49,99.85,97.17,95.55,98.5,98.26,98.94,98.58
97.29,98.77,98.33,96.15,98.35,97.84,99.51,99.0
95.46,98.46,97.52,95.98,98.52,96.74,98.19,98.75
97.16,98.07,97.69,96.41,97.99,98.06,99.19,98.43
96.8,98.69,97.43,96.44,98.68,97.1,99.42,99.08
97.97,97.74,98.06,95.73,98.08,98.02,98.74,98.53
97.2,99.39,97.0,96.7,98.18,96.83,98.7,98.9
98.06,98.8,97.88,96.37,97.79,98.23,98.65,98.58
99.19,97.89,98.26,96.45,97.58,97.46,98.73,98.91
98.61,98.77,97.59,96.36,98.33,96.89,98.33,98.51
99.77,99.05,97.23,96.84,98.13,97.58,99.18,98.43
97.4,98.11,97.33,95.76,98.69,97.17,98.91,98.49
96.22,98.38,98.05,97.17,99.4,96.43,99.17,98.83
96.25,99.42,97.24,96.23,97.52,97.91,98.66,99.04
95.73,99.14,97.06,96.89,98.77,98.51,99.15,99.36
99.24,98.9,97.15,95.88,98.3,97.68,99.0,98.94
96.99,98.0,98.28,96.41,99.05,97.45,99.23,98.22
98.56,98.77,97.44,96.37,98.73,97.35,97.99,98.66
97.88,98.07,96.83,97.11,98.47,97.33,99.25,98.43
98.71,98.79,97.45,95.75,97.98,97.31,98.21,98.31
95.21,97.96,98.37,96.4,97.51,97.29,98.99,98.38
98.14,98.97,97.3,96.52,98.4,96.68,98.81,98.29
98.53,98.31,98.17,96.84,99.11,96.43,98.97,98.6
96.76,97.72,97.22,96.66,97.69,97.26,98.26,98.67
97.87,98.39,97.56,95.85,98.02,98.2,99.68,98.84
99.67,98.69,97.17,96.4,97.82,97.56,99.02,98.61
98.14,98.45,97.63,95.97,97.74,97.42,99.14,99.0
98.29,98.81,97.27,96.08,98.71,97.19,98.21,99.02
100.38,98.35,98.19,96.56,98.3,96.85,98.54,98.84
97.87,98.28,97.94,95.59,97.78,98.14,98.97,98.89
97.84,98.91,98.31,96.17,98.46,97.83,98.33,98.25
97.49,98.5,97.28,96.35,97.72,97.4,98.9,98.76
98.45,99.43,97.58,95.88,98.09,97.44,99.02,98.77
99.13,98.48,97.03,95.98,97.6,97.95,98.15,98.63
97.61,98.69,98.02,96.58,98.03,97.04,98.9,99.11
96.14,98.79,97.68,97.24,97.94,97.6,98.14,98.78
96.59,98.67,97.77,97.14,98.51,97.14,98.04,98.64
98.71,98.41,96.31,96.44,97.67,97.08,97.72,98.85
96.39,97.94,98.3,97.27,97.91,97.05,98.73,98.71
98.03,98.69,97.27,96.5,97.35,97.77,99.0,98.6
100.03,98.88,97.67,96.22,98.1,97.51,97.84,98.74
96.61,98.16,97.32,96.28,98.06,97.54,98.75,98.86
99.82,98.74,97.78,96.72,98.49,97.1,99.13,98.27
98.52,98.17,97.48,96.03,98.31,97.25,98.97,98.25
96.29,98.89,98.91,96.28,98.14,97.13,98.46,98.99
95.67,97.46,97.9,96.36,98.8,97.48,98.31,99.17
97.6,98.98,97.58,95.92,98.41,96.8,98.05,98.75
96.71,98.72,97.9,95.87,98.31,96.27,98.74,98.71
96.31,99.07,97.82,96.88,98.05,97.22,97.9,98.44
97.94,98.78,96.96,96.04,98.02,97.67,98.42,98.35
97.21,99.11,97.41,95.81,98.24,97.72,98.75,98.41
97.9,98.92,97.52,96.58,97.73,97.28,98.63,98.64
99.12,98.98,97.16,96.92,98.32,96.89,99.36,98.4
97.08,99.05,97.52,96.39,98.13,97.69,98.92,98.71
98.88,99.2,97.23,96.29,97.94,97.14,99.18,98.99
97.78,98.98,96.92,96.39,98.21,98.2,98.93,98.66
96.52,98.81,96.78,95.36,97.59,97.5,98.51,98.38
99.08,98.12,97.42,95.84,97.35,98.12,99.29,98.22
96.84,99.04,97.82,96.57,98.07,97.75,99.55,98.91
98.0,98.66,96.83,96.47,97.49,97.54,99.36,98.66
98.08,97.45,96.78,96.08,98.67,97.5,98.44,98.79
97.86,98.22,97.19,94.98,97.68,97.62,98.71,98.58
97.04,99.02,97.3,96.17,98.21,97.27,98.58,98.55
98.66,97.8,97.68,96.72,98.52,97.04,98.66,98.77
95.76,98.51,97.45,95.92,98.79,97.55,98.55,98.93
98.29,98.52,97.26,96.25,98.14,97.92,98.65,98.48
97.83,98.4,97.91,95.4,98.38,96.6,98.39,98.98
97.78,98.11,97.25,96.38,98.96,97.35,98.2,98.29
96.34,98.3,97.17,96.72,98.13,97.24,99.29,98.41
96.06,99.06,97.71,95.86,98.64,97.31,98.12,98.82
97.21,98.86,98.05,95.7,98.26,96.91,98.0,98.5
97.69,99.31,97.82,95.31,97.75,96.86,99.05,98.76
98.47,98.57,96.92,95.98,98.39,96.86,99.27,98.52
96.51,98.99,96.92,96.37,98.61,96.96,99.4,98.25
97.09,99.07,97.69,95.24,98.17,97.66,98.91,98.47
97.0,97.98,97.8,96.48,98.42,97.07,98.82,98.73
97.83,97.61,97.41,95.25,98.15,98.16,98.77,98.77
97.77,97.95,97.04,96.78,98.53,97.77,99.15,98.83
98.61,98.3,97.49,96.59,98.38,97.23,98.92,99.01
97.94,99.25,98.05,96.21,97.88,97.29,98.22,98.7
99.36,98.05,97.32,97.35,98.03,97.43,99.02,99.01
99.99,98.67,97.66,96.41,98.92,96.27,98.71,98.58
98.45,98.55,97.29,96.89,97.93,97.23,98.91,98.71
96.55,98.45,98.13,96.55,98.59,97.05,99.12,98.22
96.38,98.76,98.56,96.57,97.51,96.82,98.91,98.53
96.58,98.68,98.35,95.19,98.84,97.02,99.37,98.6
96.57,97.96,96.61,96.11,98.02,98.49,99.44,98.71
98.31,98.3,97.31,95.87,99.01,98.23,98.87,98.55
99.71,98.79,99.01,95.51,98.14,96.86,98.84,98.82
98.04,98.96,97.55,96.08,99.2,96.82,98.66,98.63
98.39,98.08,97.69,96.45,97.6,97.47,98.67,98.56
98.32,99.24,97.21,96.7,99.09,98.46,98.59,98.29
96.99,98.61,97.17,95.7,97.89,98.01,98.38,98.7
99.42,97.99,97.47,96.44,98.68,97.13,98.56,98.86
97.85,98.38,97.91,97.32,97.99,97.81,98.79,98.47
97.29,98.73,97.01,96.69,97.42,97.36,98.83,99.09
98.31,98.46,96.27,96.43,97.86,96.27,98.82,99.1
97.35,98.79,97.09,95.94,98.59,97.53,98.06,98.46
96.54,98.0,97.19,96.25,99.33,97.99,98.64,98.34
95.93,98.23,96.75,96.42,98.06,96.74,98.77,98.77
96.18,98.32,97.7,96.23,97.76,97.55,98.43,98.28
98.06,98.82,97.45,96.11,99.15,96.87,97.95,98.8
98.25,99.0,97.11,95.99,97.18,97.34,99.27,98.55
97.22,98.35,97.11,96.48,98.22,97.25,99.09,98.98
97.19,98.31,98.54,96.09,98.36,98.05,98.63,98.51
98.41,97.55,97.46,95.68,98.69,97.39,98.97,98.91
96.31,99.04,96.64,97.0,98.09,97.48,98.89,98.93
96.89,98.92,97.42,96.46,99.43,97.92,98.52,98.8
97.77,98.28,97.09,96.98,97.61,97.86,99.58,98.86
97.21,98.34,97.18,96.69,99.12,97.46,99.39,98.7
98.18,99.26,97.33,96.89,98.86,97.01,98.69,98.61
97.48,98.51,97.52,96.77,98.76,97.55,98.67,98.51
96.42,98.26,97.37,95.88,98.18,97.91,99.51,98.03
95.71,98.64,97.84,96.25,98.6,98.47,98.7,98.72
97.93,98.58,97.19,96.65,98.06,96.77,98.42,98.82
97.83,98.1,97.64,96.85,97.9,98.04,99.52,98.93
96.61,98.46,97.2,95.45,98.94,97.86,99.79,98.51
98.72,98.42,97.25,95.81,98.07,96.26,99.11,98.7
98.71,98.39,97.45,95.77,99.08,97.88,98.13,98.61
97.89,99.02,97.73,96.73,98.12,97.18,98.29,98.72
98.8,98.42,97.49,97.22,98.34,97.66,98.41,98.97
96.94,98.82,97.18,96.14,97.8,97.84,98.96,98.79
97.36,97.68,97.49,96.79,98.08,97.72,98.72,98.54
98.84,99.34,97.43,96.99,97.29,96.69,98.73,99.01
97.45,98.72,97.69,96.36,97.92,98.09,99.15,98.61
98.4,99.32,97.3,95.94,98.41,96.16,98.56,98.43
95.52,98.75,96.91,96.29,97.95,97.15,98.61,98.77
96.04,98.27,97.8,96.34,97.88,96.92,98.36,98.87
99.03,97.77,97.99,96.27,97.94,97.13,97.91,98.57
97.26,99.41,97.76,96.02,98.81,97.3,98.77,98.9
98.27,98.18,97.4,95.09,97.95,97.92,98.38,98.63
98.17,98.56,97.26,96.66,97.4,96.92,98.51,98.9
98.02,99.53,96.89,96.18,98.58,97.24,99.48,98.18
97.64,98.47,97.93,96.29,98.27,97.75,98.31,98.7
97.11,98.3,97.08,96.57,98.14,98.01,99.12,98.84
98.54,99.21,97.88,95.55,98.0,97.13,99.42,98.31
97.67,98.89,98.17,97.08,97.96,97.33,99.06,98.76
97.54,97.88,97.19,96.04,98.94,97.89,98.92,98.43
96.63,98.93,97.22,95.93,98.11,96.93,97.85,98.7
98.42,98.66,97.63,96.81,97.6,98.73,98.63,98.39
95.71,97.75,96.65,96.09,97.69,97.41,99.01,98.75
98.96,98.03,96.8,95.72,98.08,97.02,98.7,98.89
99.17,99.29,97.78,95.99,97.71,96.0,99.32,98.72
96.28,99.5,96.56,96.5,98.63,97.62,98.49,98.84
97.24,98.9,98.33,96.65,97.32,97.58,99.21,98.58
95.0,98.65,97.62,97.16,98.12,97.99,98.55,98.29
98.86,98.04,97.71,96.69,97.44,97.78,98.7,98.89
97.83,98.7,97.54,95.63,98.43,96.51,99.34,98.36
97.08,98.85,98.32,96.51,98.85,97.34,99.72,98.39
97.29,98.04,96.92,96.56,97.9,97.26,98.8,98.79
97.69,98.84,98.72,96.73,97.94,96.82,98.47,98.95
97.96,98.44,97.54,96.76,97.38,97.84,99.07,98.46
97.29,98.67,98.93,96.04,98.37,97.25,98.23,98.34
97.6,98.5,97.71,95.71,98.22,97.09,99.3,98.7
96.07,98.76,97.7,96.02,98.14,97.39,99.62,98.76
99.19,98.14,97.79,97.72,98.24,97.72,99.1,98.63
98.4,98.74,96.87,95.32,97.13,97.81,98.92,98.4
97.05,99.07,97.35,96.24,98.14,96.46,98.44,98.62
98.72,98.44,96.97,96.35,98.82,97.59,98.2,98.78
96.0,98.66,97.71,96.71,97.99,96.82,99.45,98.58
97.65,98.59,98.16,95.59,98.07,97.46,98.83,98.94
96.02,98.59,97.29,96.15,98.9,97.69,98.55,99.06
95.71,99.24,97.89,96.55,98.22,97.47,98.88,98.29
96.37,98.61,98.23,95.93,97.8,97.87,98.89,98.8
97.98,98.45,97.72,96.52,97.54,97.04,98.73,99.15
95.8,98.53,98.16,96.15,98.41,97.06,99.11,98.44
96.96,99.12,97.53,96.37,98.02,97.9,97.85,98.62
97.67,97.57,96.62,96.12,98.47,97.08,98.13,98.68
95.41,98.36,97.29,95.42,98.84,97.92,98.77,98.64
97.11,99.04,96.62,96.35,98.27,97.85,98.85,98.73
98.27,98.17,96.95,95.91,97.89,97.43,98.94,98.67
97.1,98.63,97.53,95.48,97.8,97.21,98.41,98.35
99.29,97.85,97.39,96.65,99.09,97.87,98.77,98.61
97.06,99.0,97.57,95.62,98.63,98.65,98.01,98.03
98.74,99.03,97.24,96.67,97.87,97.76,99.06,98.3
97.68,98.28,96.83,96.14,97.88,98.56,98.51,98.47
96.38,98.73,96.88,96.74,98.68,98.29,98.81,99.1
97.91,98.5,98.26,95.73,98.27,96.89,98.77,98.54
97.67,98.95,97.44,96.16,99.13,97.35,98.25,98.52
98.63,98.23,97.75,95.78,97.7,96.84,98.77,98.81
99.03,97.54,98.84,96.33,98.36,96.02,98.81,98.76
98.88,98.84,97.32,96.28,98.34,98.89,98.53,98.84
96.45,98.01,98.05,96.13,98.66,96.93,98.93,98.42
96.65,98.77,97.59,95.86,97.69,97.05,98.48,98.38
96.27,98.39,97.24,97.56,97.99,97.48,98.76,98.62
95.44,98.67,97.94,95.73,98.05,97.68,98.5,98.16
97.48,99.03,97.49,96.11,98.65,97.76,99.16,98.37
96.65,98.23,97.22,96.5,98.06,97.2,98.01,99.07
98.78,98.14,97.74,95.83,98.6,96.55,98.79,98.4
98.52,99.01,97.9,96.24,98.57,97.65,98.6,98.54
98.12,99.15,97.89,96.81,97.62,97.27,98.52,98.78
96.61,99.09,97.88,95.21,97.77,97.84,99.04,98.47
97.73,97.98,97.33,96.77,98.57,96.75,99.35,98.78
97.52,98.1,98.0,96.14,97.94,98.37,98.58,98.54
98.49,98.81,98.22,96.01,98.31,97.12,98.69,98.5
97.54,97.9,97.53,95.73,97.39,98.06,98.56,98.37
97.61,98.6,98.7,97.63,97.53,98.16,99.21,98.37
98.48,98.71,98.05,96.98,98.01,98.19,99.16,98.73
97.46,99.2,97.25,96.5,98.76,97.26,98.62,98.59
96.79,98.24,97.6,96.07,98.08,96.16,98.99,99.1
98.11,98.24,96.99,95.66,98.09,97.73,98.17,98.32
98.25,98.19,97.78,95.67,98.29,97.64,98.3,99.28
96.96,98.55,97.45,96.31,98.64,97.6,98.94,99.01
98.45,97.38,97.35,96.38,98.63,98.09,99.08,98.83
98.19,98.27,97.41,96.21,98.02,97.93,98.57,98.67
96.63,98.68,97.55,96.59,98.44,97.03,98.5,99.0
97.67,98.48,97.56,95.58,98.56,97.15,98.23,98.68
97.56,98.39,97.73,96.02,97.64,97.05,99.25,98.91
95.88,98.71,97.52,96.53,97.63,97.21,98.24,98.56
98.22,97.91,97.58,96.74,98.24,97.67,98.31,98.36
97.0,98.54,98.38,95.73,98.55,97.25,98.88,98.84
96.58,98.93,97.77,95.49,97.46,97.71,98.11,98.72
96.54,99.17,97.77,96.23,97.56,97.38,98.67,99.11
96.58,97.81,97.17,96.73,97.24,97.3,99.3,98.71
96.46,98.72,97.8,96.35,98.81,97.5,99.07,98.69
97.39,98.34,98.06,96.92,98.4,96.79,97.86,98.61
97.74,98.58,97.05,95.84,97.97,98.05,99.31,98.8
99.34,98.65,98.21,96.06,97.44,97.76,98.79,98.47
98.24,98.5,97.48,95.88,98.3,96.89,99.3,98.64
97.29,98.75,97.89,96.16,98.54,96.78,98.69,98.51
98.2,98.43,96.61,96.03,97.74,97.73,98.65,99.0
97.58,98.47,98.38,96.78,98.11,96.85,99.27,98.58
96.07,99.11,98.12,96.01,98.43,97.38,98.5,98.55
97.18,98.78,98.52,95.96,99.14,97.9,99.21,98.62
95.86,97.99,97.18,96.32,98.22,96.92,99.12,98.62
96.54,97.99,97.88,96.76,97.94,98.18,99.53,98.98
97.4,98.93,98.47,96.14,97.9,97.48,99.0,98.39
97.62,99.38,96.41,95.86,98.57,96.78,97.91,98.95
99.92,98.55,96.64,96.08,97.29,97.65,98.49,98.6
98.88,98.84,97.34,96.84,98.61,97.56,98.63,98.88
98.13,98.25,98.19,96.49,98.76,97.65,98.67,98.84
97.91,98.84,96.9,97.17,98.41,97.58,98.94,98.74
96.7,98.57,96.53,96.21,98.18,97.59,99.48,98.68
97.64,97.56,97.97,96.89,97.97,97.44,99.39,98.8
97.07,98.21,96.98,95.53,98.63,97.67,98.89,99.3
98.45,98.26,97.18,96.7,98.69,97.11,99.12,98.84
97.96,98.68,97.73,96.08,98.35,96.97,98.85,98.76
98.28,98.5,98.18,95.66,97.92,97.57,98.64,98.62
97.87,98.4,97.34,95.62,97.36,97.43,98.92,98.67
98.54,98.69,98.49,96.71,97.48,98.16,98.8,98.36
97.11,98.33,96.79,96.29,97.57,97.16,98.94,98.83
97.27,98.91,98.49,95.96,98.39,97.22,97.97,98.19
98.78,99.82,98.46,95.87,97.98,97.67,98.42,98.82
97.6,98.15,97.02,96.78,97.57,97.93,98.74,98.92
96.36,99.2,96.73,96.25,98.21,98.62,98.86,98.9
99.82,98.33,98.38,96.73,98.71,97.78,98.94,98.95
98.54,98.21,97.86,96.55,98.22,97.93,97.71,98.61
98.01,99.07,97.15,96.06,97.37,97.61,98.97,98.48
97.63,98.49,98.18,95.26,98.16,97.48,98.03,98.62
98.2,97.89,97.59,95.71,97.71,97.03,98.99,99.06
97.78,99.11,97.27,96.47,98.39,97.73,99.23,99.12
97.97,98.38,97.42,96.16,97.37,96.77,99.01,98.08
98.88,98.62,97.01,97.08,98.07,97.27,98.97,98.5
98.47,98.53,97.18,96.49,98.33,97.07,98.86,98.76
97.37,98.29,96.83,96.16,97.22,98.25,98.34,98.65
98.31,98.68,96.93,96.87,98.72,96.91,99.23,98.36
97.82,98.38,97.3,95.7,97.61,97.13,98.43,98.33
95.97,99.32,97.17,96.66,97.65,97.66,98.87,98.85
97.74,99.09,97.99,96.41,98.41,97.74,98.63,98.54
97.35,97.83,97.26,96.72,97.64,96.74,97.88,98.77
96.17,97.98,97.16,96.6,98.15,96.92,98.32,99.36
99.5,98.71,97.49,96.43,98.17,97.08,98.55,98.32
98.84,97.77,97.71,95.76,97.73,97.72,98.68,98.58
97.48,98.05,97.31,96.22,98.38,97.1,99.13,99.32
97.91,98.5,97.64,96.33,98.76,97.96,98.83,98.08
99.18,98.1,98.03,95.26,98.07,98.03,98.95,98.38
97.15,97.93,97.99,95.89,98.13,97.18,98.91,99.06
97.78,98.61,97.32,95.97,98.97,97.67,99.44,98.56
98.08,98.54,97.66,95.56,98.67,97.15,98.26,98.72
97.77,98.41,97.67,95.98,98.12,97.86,98.78,99.14
99.26,98.97,97.58,95.87,98.89,97.81,98.59,98.63
99.08,98.11,97.56,96.27,97.75,97.56,98.07,98.41
96.64,98.25,98.3,95.62,98.41,97.71,98.18,98.71
95.84,99.42,97.63,95.64,98.46,97.62,98.65,98.83
98.67,99.23,97.78,96.1,98.27,97.45,99.55,98.62
97.63,98.15,97.02,96.37,98.17,96.38,99.42,98.27
98.67,97.98,98.76,96.29,97.61,97.64,98.23,98.84
97.36,98.46,97.73,96.26,98.25,97.04,98.8,98.3
96.77,99.0,97.16,96.24,98.69,97.63,98.84,98.59
98.44,98.48,98.85,96.54,98.41,97.58,97.92,98.7
99.14,98.44,97.64,95.69,98.17,98.45,98.3,98.76
97.87,98.58,97.99,96.78,97.85,97.76,97.94,98.8
99.45,99.79,97.93,96.23,98.23,96.94,98.67,98.92
97.82,98.68,97.5,95.52,98.09,96.79,98.06,98.81
98.55,97.69,97.66,96.38,98.51,97.26,98.97,98.69
95.99,98.79,98.01,96.28,98.4,97.19,97.72,99.14
97.46,98.07,97.87,96.45,97.97,97.31,98.93,98.75
97.95,98.43,97.66,96.17,98.29,97.88,98.83,98.7
98.55,98.02,96.93,95.94,98.58,97.6,98.49,98.93
95.63,98.5,96.8,96.03,97.64,96.87,99.15,98.72
97.21,98.44,97.59,96.66,98.35,96.96,98.52,98.91
98.88,98.16,97.38,96.27,98.62,98.07,99.18,98.75
97.41,98.31,98.39,96.92,97.95,97.2,99.02,99.15
99.17,98.47,98.54,95.51,98.44,96.95,98.67,98.72
96.16,97.82,97.84,96.81,98.59,98.28,98.89,98.85
97.9,98.63,97.03,96.27,98.73,96.82,98.45,98.73
98.11,98.38,97.34,95.7,97.85,97.77,98.98,98.52
97.33,98.44,96.5,96.39,97.29,98.32,98.25,98.72
98.07,98.87,97.88,95.26,98.56,97.17,98.48,98.77
97.43,98.68,97.56,96.23,97.73,98.41,99.09,98.96
98.3,97.94,97.59,97.19,98.23,98.69,98.94,98.46
96.38,98.44,97.88,96.65,97.99,97.55,98.3,98.25
98.28,98.1,97.44,96.09,97.97,97.04,98.58,99.04
98.53,98.04,98.01,96.27,98.03,97.81,99.22,98.82
97.61,98.78,97.35,96.8,98.53,97.02,98.32,97.98
98.54,98.7,98.85,96.05,98.48,98.02,98.91,98.57
98.9,98.52,98.17,96.61,98.6,97.54,98.98,98.47
97.17,99.12,97.81,96.24,98.09,97.7,98.93,98.59
96.56,98.33,97.54,96.75,98.08,97.33,99.37,98.68
96.24,98.69,97.66,95.3,98.41,96.7,98.3,98.68
96.67,99.79,97.97,96.71,97.78,98.24,98.37,98.49
97.51,98.19,97.29,97.2,97.69,97.07,98.52,99.05
97.56,99.01,97.53,95.7,97.27,97.61,98.8,98.44
96.14,99.18,97.76,95.99,97.41,97.8,99.24,98.74
97.35,98.61,96.98,96.51,98.47,97.37,98.45,98.81
97.13,98.36,97.28,95.41,98.33,96.76,98.84,98.64
95.79,98.59,97.48,96.76,98.17,97.31,98.82,98.65
97.2,98.42,97.38,96.38,97.39,97.79,98.18,98.51
97.48,98.7,96.97,95.99,98.02,97.38,97.88,98.75
97.86,98.14,97.91,96.82,98.1,97.68,98.71,98.5
97.94,99.25,97.89,95.65,98.27,97.61,98.45,98.41
97.64,98.54,96.82,96.6,97.9,96.65,98.75,98.56
97.9,98.47,97.63,95.7,98.7,97.76,99.36,98.41
97.18,99.09,97.3,96.21,98.91,96.8,98.9,98.84
97.3,98.95,97.43,97.09,97.78,96.41,98.86,98.88
98.07,98.25,96.49,95.72,98.46,97.37,99.35,98.7
97.23,98.49,98.21,96.04,97.68,97.14,98.04,98.49
98.13,98.81,97.72,96.73,98.41,97.87,99.02,99.13
99.97,98.34,96.95,96.71,98.06,97.31,99.45,98.97
